"date","cHeader","n"
2020-03-27,2020-05-20,7
2020-03-28,2020-05-20,6
2020-03-29,2020-05-20,6
2020-03-30,2020-05-20,7
2020-03-31,2020-05-20,12
2020-04-01,2020-05-20,10
2020-04-02,2020-05-20,6
2020-04-03,2020-05-20,11
2020-04-04,2020-05-20,6
2020-04-05,2020-05-20,11
2020-04-06,2020-05-20,12
2020-04-07,2020-05-20,16
2020-04-08,2020-05-20,10
2020-04-09,2020-05-20,12
2020-04-10,2020-05-20,16
2020-04-11,2020-05-20,20
2020-04-12,2020-05-20,18
2020-04-13,2020-05-20,14
2020-04-14,2020-05-20,17
2020-04-15,2020-05-20,14
2020-04-16,2020-05-20,17
2020-04-17,2020-05-20,14
2020-04-18,2020-05-20,15
2020-04-19,2020-05-20,22
2020-04-20,2020-05-20,22
2020-04-21,2020-05-20,10
2020-04-22,2020-05-20,13
2020-04-23,2020-05-20,23
2020-04-24,2020-05-20,12
2020-04-25,2020-05-20,14
2020-04-26,2020-05-20,14
2020-04-27,2020-05-20,20
2020-04-28,2020-05-20,15
2020-04-29,2020-05-20,15
2020-04-30,2020-05-20,24
2020-05-01,2020-05-20,14
2020-05-02,2020-05-20,12
2020-05-03,2020-05-20,19
2020-05-04,2020-05-20,16
2020-05-05,2020-05-20,23
2020-05-06,2020-05-20,19
2020-05-07,2020-05-20,19
2020-05-08,2020-05-20,22
2020-05-09,2020-05-20,8
2020-05-10,2020-05-20,18
2020-05-11,2020-05-20,8
2020-05-12,2020-05-20,10
2020-05-13,2020-05-20,12
2020-05-14,2020-05-20,8
2020-05-15,2020-05-20,9
2020-05-16,2020-05-20,14
2020-05-17,2020-05-20,3
2020-05-18,2020-05-20,6
2020-05-19,2020-05-20,1
2020-03-17,2020-05-21,1
2020-03-19,2020-05-21,2
2020-03-20,2020-05-21,2
2020-03-21,2020-05-21,0
2020-03-22,2020-05-21,1
2020-03-23,2020-05-21,4
2020-03-24,2020-05-21,1
2020-03-25,2020-05-21,4
2020-03-26,2020-05-21,7
2020-03-27,2020-05-21,7
2020-03-28,2020-05-21,6
2020-03-29,2020-05-21,6
2020-03-30,2020-05-21,7
2020-03-31,2020-05-21,12
2020-04-01,2020-05-21,10
2020-04-02,2020-05-21,6
2020-04-03,2020-05-21,11
2020-04-04,2020-05-21,6
2020-04-05,2020-05-21,11
2020-04-06,2020-05-21,12
2020-04-07,2020-05-21,16
2020-04-08,2020-05-21,10
2020-04-09,2020-05-21,12
2020-04-10,2020-05-21,16
2020-04-11,2020-05-21,20
2020-04-12,2020-05-21,18
2020-04-13,2020-05-21,14
2020-04-14,2020-05-21,17
2020-04-15,2020-05-21,14
2020-04-16,2020-05-21,17
2020-04-17,2020-05-21,14
2020-04-18,2020-05-21,15
2020-04-19,2020-05-21,22
2020-04-20,2020-05-21,22
2020-04-21,2020-05-21,10
2020-04-22,2020-05-21,13
2020-04-23,2020-05-21,23
2020-04-24,2020-05-21,12
2020-04-25,2020-05-21,14
2020-04-26,2020-05-21,14
2020-04-27,2020-05-21,20
2020-04-28,2020-05-21,15
2020-04-29,2020-05-21,15
2020-04-30,2020-05-21,24
2020-05-01,2020-05-21,14
2020-05-02,2020-05-21,12
2020-05-03,2020-05-21,19
2020-05-04,2020-05-21,16
2020-05-05,2020-05-21,23
2020-05-06,2020-05-21,19
2020-05-07,2020-05-21,21
2020-05-08,2020-05-21,24
2020-05-09,2020-05-21,9
2020-05-10,2020-05-21,18
2020-05-11,2020-05-21,8
2020-05-12,2020-05-21,10
2020-05-13,2020-05-21,11
2020-05-14,2020-05-21,11
2020-05-15,2020-05-21,11
2020-05-16,2020-05-21,14
2020-05-17,2020-05-21,5
2020-05-18,2020-05-21,8
2020-05-19,2020-05-21,5
2020-03-17,2020-05-22,1
2020-03-19,2020-05-22,2
2020-03-20,2020-05-22,2
2020-03-21,2020-05-22,0
2020-03-22,2020-05-22,1
2020-03-23,2020-05-22,4
2020-03-24,2020-05-22,1
2020-03-25,2020-05-22,4
2020-03-26,2020-05-22,7
2020-03-27,2020-05-22,7
2020-03-28,2020-05-22,6
2020-03-29,2020-05-22,6
2020-03-30,2020-05-22,7
2020-03-31,2020-05-22,12
2020-04-01,2020-05-22,10
2020-04-02,2020-05-22,6
2020-04-03,2020-05-22,11
2020-04-04,2020-05-22,6
2020-04-05,2020-05-22,11
2020-04-06,2020-05-22,12
2020-04-07,2020-05-22,16
2020-04-08,2020-05-22,10
2020-04-09,2020-05-22,12
2020-04-10,2020-05-22,16
2020-04-11,2020-05-22,20
2020-04-12,2020-05-22,18
2020-04-13,2020-05-22,14
2020-04-14,2020-05-22,17
2020-04-15,2020-05-22,14
2020-04-16,2020-05-22,17
2020-04-17,2020-05-22,14
2020-04-18,2020-05-22,15
2020-04-19,2020-05-22,22
2020-04-20,2020-05-22,22
2020-04-21,2020-05-22,10
2020-04-22,2020-05-22,13
2020-04-23,2020-05-22,23
2020-04-24,2020-05-22,12
2020-04-25,2020-05-22,14
2020-04-26,2020-05-22,14
2020-04-27,2020-05-22,20
2020-04-28,2020-05-22,14
2020-04-29,2020-05-22,15
2020-04-30,2020-05-22,24
2020-05-01,2020-05-22,14
2020-05-02,2020-05-22,12
2020-05-03,2020-05-22,19
2020-05-04,2020-05-22,16
2020-05-05,2020-05-22,22
2020-05-06,2020-05-22,19
2020-05-07,2020-05-22,21
2020-05-08,2020-05-22,24
2020-05-09,2020-05-22,9
2020-05-10,2020-05-22,18
2020-05-11,2020-05-22,8
2020-05-12,2020-05-22,10
2020-05-13,2020-05-22,13
2020-05-14,2020-05-22,10
2020-05-15,2020-05-22,12
2020-05-16,2020-05-22,14
2020-05-17,2020-05-22,8
2020-05-18,2020-05-22,10
2020-05-19,2020-05-22,8
2020-05-20,2020-05-22,1
2020-05-21,2020-05-22,2
2020-03-17,2020-05-23,1
2020-03-19,2020-05-23,2
2020-03-20,2020-05-23,2
2020-03-21,2020-05-23,0
2020-03-22,2020-05-23,1
2020-03-23,2020-05-23,4
2020-03-24,2020-05-23,1
2020-03-25,2020-05-23,4
2020-03-26,2020-05-23,7
2020-03-27,2020-05-23,7
2020-03-28,2020-05-23,6
2020-03-29,2020-05-23,6
2020-03-30,2020-05-23,7
2020-03-31,2020-05-23,12
2020-04-01,2020-05-23,10
2020-04-02,2020-05-23,6
2020-04-03,2020-05-23,11
2020-04-04,2020-05-23,6
2020-04-05,2020-05-23,11
2020-04-06,2020-05-23,12
2020-04-07,2020-05-23,16
2020-04-08,2020-05-23,10
2020-04-09,2020-05-23,12
2020-04-10,2020-05-23,17
2020-04-11,2020-05-23,20
2020-04-12,2020-05-23,18
2020-04-13,2020-05-23,14
2020-04-14,2020-05-23,17
2020-04-15,2020-05-23,14
2020-04-16,2020-05-23,16
2020-04-17,2020-05-23,14
2020-04-18,2020-05-23,15
2020-04-19,2020-05-23,22
2020-04-20,2020-05-23,22
2020-04-21,2020-05-23,10
2020-04-22,2020-05-23,12
2020-04-23,2020-05-23,24
2020-04-24,2020-05-23,12
2020-04-25,2020-05-23,14
2020-04-26,2020-05-23,14
2020-04-27,2020-05-23,20
2020-04-28,2020-05-23,14
2020-04-29,2020-05-23,15
2020-04-30,2020-05-23,25
2020-05-01,2020-05-23,14
2020-05-02,2020-05-23,12
2020-05-03,2020-05-23,20
2020-05-04,2020-05-23,17
2020-05-05,2020-05-23,22
2020-05-06,2020-05-23,20
2020-05-07,2020-05-23,21
2020-05-08,2020-05-23,24
2020-05-09,2020-05-23,10
2020-05-10,2020-05-23,19
2020-05-11,2020-05-23,10
2020-05-12,2020-05-23,11
2020-05-13,2020-05-23,19
2020-05-14,2020-05-23,10
2020-05-15,2020-05-23,13
2020-05-16,2020-05-23,15
2020-05-17,2020-05-23,9
2020-05-18,2020-05-23,10
2020-05-19,2020-05-23,9
2020-05-20,2020-05-23,3
2020-05-21,2020-05-23,6
2020-03-17,2020-05-24,1
2020-03-19,2020-05-24,2
2020-03-20,2020-05-24,2
2020-03-21,2020-05-24,0
2020-03-22,2020-05-24,1
2020-03-23,2020-05-24,4
2020-03-24,2020-05-24,1
2020-03-25,2020-05-24,4
2020-03-26,2020-05-24,7
2020-03-27,2020-05-24,7
2020-03-28,2020-05-24,6
2020-03-29,2020-05-24,6
2020-03-30,2020-05-24,7
2020-03-31,2020-05-24,12
2020-04-01,2020-05-24,10
2020-04-02,2020-05-24,6
2020-04-03,2020-05-24,11
2020-04-04,2020-05-24,6
2020-04-05,2020-05-24,11
2020-04-06,2020-05-24,12
2020-04-07,2020-05-24,16
2020-04-08,2020-05-24,10
2020-04-09,2020-05-24,12
2020-04-10,2020-05-24,17
2020-04-11,2020-05-24,20
2020-04-12,2020-05-24,18
2020-04-13,2020-05-24,14
2020-04-14,2020-05-24,17
2020-04-15,2020-05-24,14
2020-04-16,2020-05-24,16
2020-04-17,2020-05-24,14
2020-04-18,2020-05-24,15
2020-04-19,2020-05-24,22
2020-04-20,2020-05-24,22
2020-04-21,2020-05-24,10
2020-04-22,2020-05-24,12
2020-04-23,2020-05-24,24
2020-04-24,2020-05-24,12
2020-04-25,2020-05-24,14
2020-04-26,2020-05-24,14
2020-04-27,2020-05-24,20
2020-04-28,2020-05-24,14
2020-04-29,2020-05-24,15
2020-04-30,2020-05-24,25
2020-05-01,2020-05-24,14
2020-05-02,2020-05-24,12
2020-05-03,2020-05-24,20
2020-05-04,2020-05-24,17
2020-05-05,2020-05-24,22
2020-05-06,2020-05-24,20
2020-05-07,2020-05-24,21
2020-05-08,2020-05-24,24
2020-05-09,2020-05-24,10
2020-05-10,2020-05-24,19
2020-05-11,2020-05-24,10
2020-05-12,2020-05-24,11
2020-05-13,2020-05-24,19
2020-05-14,2020-05-24,10
2020-05-15,2020-05-24,13
2020-05-16,2020-05-24,14
2020-05-17,2020-05-24,9
2020-05-18,2020-05-24,10
2020-05-19,2020-05-24,9
2020-05-20,2020-05-24,3
2020-05-21,2020-05-24,6
2020-05-22,2020-05-24,2
2020-03-17,2020-05-25,1
2020-03-19,2020-05-25,2
2020-03-20,2020-05-25,2
2020-03-21,2020-05-25,0
2020-03-22,2020-05-25,1
2020-03-23,2020-05-25,4
2020-03-24,2020-05-25,1
2020-03-25,2020-05-25,4
2020-03-26,2020-05-25,7
2020-03-27,2020-05-25,7
2020-03-28,2020-05-25,6
2020-03-29,2020-05-25,6
2020-03-30,2020-05-25,7
2020-03-31,2020-05-25,12
2020-04-01,2020-05-25,10
2020-04-02,2020-05-25,6
2020-04-03,2020-05-25,11
2020-04-04,2020-05-25,6
2020-04-05,2020-05-25,11
2020-04-06,2020-05-25,12
2020-04-07,2020-05-25,16
2020-04-08,2020-05-25,10
2020-04-09,2020-05-25,12
2020-04-10,2020-05-25,17
2020-04-11,2020-05-25,20
2020-04-12,2020-05-25,18
2020-04-13,2020-05-25,14
2020-04-14,2020-05-25,17
2020-04-15,2020-05-25,14
2020-04-16,2020-05-25,16
2020-04-17,2020-05-25,14
2020-04-18,2020-05-25,15
2020-04-19,2020-05-25,22
2020-04-20,2020-05-25,22
2020-04-21,2020-05-25,10
2020-04-22,2020-05-25,12
2020-04-23,2020-05-25,24
2020-04-24,2020-05-25,12
2020-04-25,2020-05-25,14
2020-04-26,2020-05-25,14
2020-04-27,2020-05-25,20
2020-04-28,2020-05-25,14
2020-04-29,2020-05-25,15
2020-04-30,2020-05-25,25
2020-05-01,2020-05-25,14
2020-05-02,2020-05-25,12
2020-05-03,2020-05-25,20
2020-05-04,2020-05-25,17
2020-05-05,2020-05-25,22
2020-05-06,2020-05-25,20
2020-05-07,2020-05-25,21
2020-05-08,2020-05-25,24
2020-05-09,2020-05-25,10
2020-05-10,2020-05-25,19
2020-05-11,2020-05-25,10
2020-05-12,2020-05-25,11
2020-05-13,2020-05-25,19
2020-05-14,2020-05-25,10
2020-05-15,2020-05-25,14
2020-05-16,2020-05-25,14
2020-05-17,2020-05-25,9
2020-05-18,2020-05-25,10
2020-05-19,2020-05-25,9
2020-05-20,2020-05-25,3
2020-05-21,2020-05-25,6
2020-05-22,2020-05-25,2
2020-05-23,2020-05-25,3
2020-05-24,2020-05-25,1
2020-03-17,2020-05-26,1
2020-03-19,2020-05-26,2
2020-03-20,2020-05-26,2
2020-03-21,2020-05-26,0
2020-03-22,2020-05-26,1
2020-03-23,2020-05-26,4
2020-03-24,2020-05-26,1
2020-03-25,2020-05-26,4
2020-03-26,2020-05-26,7
2020-03-27,2020-05-26,7
2020-03-28,2020-05-26,6
2020-03-29,2020-05-26,6
2020-03-30,2020-05-26,7
2020-03-31,2020-05-26,12
2020-04-01,2020-05-26,10
2020-04-02,2020-05-26,6
2020-04-03,2020-05-26,11
2020-04-04,2020-05-26,6
2020-04-05,2020-05-26,11
2020-04-06,2020-05-26,12
2020-04-07,2020-05-26,16
2020-04-08,2020-05-26,10
2020-04-09,2020-05-26,12
2020-04-10,2020-05-26,17
2020-04-11,2020-05-26,20
2020-04-12,2020-05-26,18
2020-04-13,2020-05-26,14
2020-04-14,2020-05-26,17
2020-04-15,2020-05-26,14
2020-04-16,2020-05-26,16
2020-04-17,2020-05-26,14
2020-04-18,2020-05-26,15
2020-04-19,2020-05-26,22
2020-04-20,2020-05-26,22
2020-04-21,2020-05-26,10
2020-04-22,2020-05-26,12
2020-04-23,2020-05-26,24
2020-04-24,2020-05-26,12
2020-04-25,2020-05-26,14
2020-04-26,2020-05-26,14
2020-04-27,2020-05-26,20
2020-04-28,2020-05-26,14
2020-04-29,2020-05-26,15
2020-04-30,2020-05-26,25
2020-05-01,2020-05-26,13
2020-05-02,2020-05-26,12
2020-05-03,2020-05-26,20
2020-05-04,2020-05-26,17
2020-05-05,2020-05-26,22
2020-05-06,2020-05-26,20
2020-05-07,2020-05-26,21
2020-05-08,2020-05-26,24
2020-05-09,2020-05-26,10
2020-05-10,2020-05-26,19
2020-05-11,2020-05-26,10
2020-05-12,2020-05-26,11
2020-05-13,2020-05-26,19
2020-05-14,2020-05-26,10
2020-05-15,2020-05-26,13
2020-05-16,2020-05-26,14
2020-05-17,2020-05-26,9
2020-05-18,2020-05-26,10
2020-05-19,2020-05-26,10
2020-05-20,2020-05-26,3
2020-05-21,2020-05-26,6
2020-05-22,2020-05-26,2
2020-05-23,2020-05-26,4
2020-05-24,2020-05-26,4
2020-03-17,2020-05-27,1
2020-03-19,2020-05-27,2
2020-03-20,2020-05-27,2
2020-03-21,2020-05-27,0
2020-03-22,2020-05-27,1
2020-03-23,2020-05-27,4
2020-03-24,2020-05-27,1
2020-03-25,2020-05-27,4
2020-03-26,2020-05-27,7
2020-03-27,2020-05-27,7
2020-03-28,2020-05-27,6
2020-03-29,2020-05-27,6
2020-03-30,2020-05-27,7
2020-03-31,2020-05-27,12
2020-04-01,2020-05-27,10
2020-04-02,2020-05-27,6
2020-04-03,2020-05-27,11
2020-04-04,2020-05-27,7
2020-04-05,2020-05-27,11
2020-04-06,2020-05-27,12
2020-04-07,2020-05-27,16
2020-04-08,2020-05-27,10
2020-04-09,2020-05-27,12
2020-04-10,2020-05-27,17
2020-04-11,2020-05-27,20
2020-04-12,2020-05-27,18
2020-04-13,2020-05-27,14
2020-04-14,2020-05-27,17
2020-04-15,2020-05-27,14
2020-04-16,2020-05-27,17
2020-04-17,2020-05-27,14
2020-04-18,2020-05-27,15
2020-04-19,2020-05-27,22
2020-04-20,2020-05-27,22
2020-04-21,2020-05-27,10
2020-04-22,2020-05-27,12
2020-04-23,2020-05-27,24
2020-04-24,2020-05-27,12
2020-04-25,2020-05-27,14
2020-04-26,2020-05-27,14
2020-04-27,2020-05-27,20
2020-04-28,2020-05-27,14
2020-04-29,2020-05-27,15
2020-04-30,2020-05-27,25
2020-05-01,2020-05-27,13
2020-05-02,2020-05-27,12
2020-05-03,2020-05-27,20
2020-05-04,2020-05-27,17
2020-05-05,2020-05-27,22
2020-05-06,2020-05-27,20
2020-05-07,2020-05-27,21
2020-05-08,2020-05-27,24
2020-05-09,2020-05-27,10
2020-05-10,2020-05-27,19
2020-05-11,2020-05-27,10
2020-05-12,2020-05-27,11
2020-05-13,2020-05-27,19
2020-05-14,2020-05-27,11
2020-05-15,2020-05-27,13
2020-05-16,2020-05-27,14
2020-05-17,2020-05-27,9
2020-05-18,2020-05-27,10
2020-05-19,2020-05-27,11
2020-05-20,2020-05-27,5
2020-05-21,2020-05-27,8
2020-05-22,2020-05-27,6
2020-05-23,2020-05-27,8
2020-05-24,2020-05-27,5
2020-05-25,2020-05-27,3
2020-05-26,2020-05-27,3
2020-03-17,2020-05-28,1
2020-03-19,2020-05-28,2
2020-03-20,2020-05-28,2
2020-03-21,2020-05-28,0
2020-03-22,2020-05-28,1
2020-03-23,2020-05-28,4
2020-03-24,2020-05-28,1
2020-03-25,2020-05-28,4
2020-03-26,2020-05-28,7
2020-03-27,2020-05-28,7
2020-03-28,2020-05-28,6
2020-03-29,2020-05-28,6
2020-03-30,2020-05-28,7
2020-03-31,2020-05-28,12
2020-04-01,2020-05-28,10
2020-04-02,2020-05-28,6
2020-04-03,2020-05-28,11
2020-04-04,2020-05-28,7
2020-04-05,2020-05-28,11
2020-04-06,2020-05-28,12
2020-04-07,2020-05-28,16
2020-04-08,2020-05-28,10
2020-04-09,2020-05-28,12
2020-04-10,2020-05-28,17
2020-04-11,2020-05-28,20
2020-04-12,2020-05-28,18
2020-04-13,2020-05-28,14
2020-04-14,2020-05-28,17
2020-04-15,2020-05-28,14
2020-04-16,2020-05-28,17
2020-04-17,2020-05-28,14
2020-04-18,2020-05-28,15
2020-04-19,2020-05-28,22
2020-04-20,2020-05-28,22
2020-04-21,2020-05-28,10
2020-04-22,2020-05-28,12
2020-04-23,2020-05-28,24
2020-04-24,2020-05-28,12
2020-04-25,2020-05-28,14
2020-04-26,2020-05-28,14
2020-04-27,2020-05-28,20
2020-04-28,2020-05-28,14
2020-04-29,2020-05-28,16
2020-04-30,2020-05-28,25
2020-05-01,2020-05-28,14
2020-05-02,2020-05-28,13
2020-05-03,2020-05-28,22
2020-05-04,2020-05-28,17
2020-05-05,2020-05-28,22
2020-05-06,2020-05-28,20
2020-05-07,2020-05-28,22
2020-05-08,2020-05-28,24
2020-05-09,2020-05-28,10
2020-05-10,2020-05-28,19
2020-05-11,2020-05-28,11
2020-05-12,2020-05-28,12
2020-05-13,2020-05-28,19
2020-05-14,2020-05-28,16
2020-05-15,2020-05-28,12
2020-05-16,2020-05-28,16
2020-05-17,2020-05-28,11
2020-05-18,2020-05-28,10
2020-05-19,2020-05-28,11
2020-05-20,2020-05-28,5
2020-05-21,2020-05-28,9
2020-05-22,2020-05-28,7
2020-05-23,2020-05-28,9
2020-05-24,2020-05-28,5
2020-05-25,2020-05-28,6
2020-05-26,2020-05-28,7
2020-03-17,2020-05-29,1
2020-03-19,2020-05-29,2
2020-03-20,2020-05-29,2
2020-03-21,2020-05-29,0
2020-03-22,2020-05-29,1
2020-03-23,2020-05-29,4
2020-03-24,2020-05-29,1
2020-03-25,2020-05-29,4
2020-03-26,2020-05-29,7
2020-03-27,2020-05-29,7
2020-03-28,2020-05-29,6
2020-03-29,2020-05-29,6
2020-03-30,2020-05-29,7
2020-03-31,2020-05-29,12
2020-04-01,2020-05-29,10
2020-04-02,2020-05-29,6
2020-04-03,2020-05-29,11
2020-04-04,2020-05-29,7
2020-04-05,2020-05-29,11
2020-04-06,2020-05-29,12
2020-04-07,2020-05-29,16
2020-04-08,2020-05-29,10
2020-04-09,2020-05-29,12
2020-04-10,2020-05-29,17
2020-04-11,2020-05-29,20
2020-04-12,2020-05-29,18
2020-04-13,2020-05-29,14
2020-04-14,2020-05-29,17
2020-04-15,2020-05-29,14
2020-04-16,2020-05-29,17
2020-04-17,2020-05-29,14
2020-04-18,2020-05-29,15
2020-04-19,2020-05-29,22
2020-04-20,2020-05-29,22
2020-04-21,2020-05-29,10
2020-04-22,2020-05-29,12
2020-04-23,2020-05-29,24
2020-04-24,2020-05-29,12
2020-04-25,2020-05-29,14
2020-04-26,2020-05-29,14
2020-04-27,2020-05-29,20
2020-04-28,2020-05-29,14
2020-04-29,2020-05-29,16
2020-04-30,2020-05-29,26
2020-05-01,2020-05-29,15
2020-05-02,2020-05-29,13
2020-05-03,2020-05-29,22
2020-05-04,2020-05-29,17
2020-05-05,2020-05-29,23
2020-05-06,2020-05-29,20
2020-05-07,2020-05-29,22
2020-05-08,2020-05-29,24
2020-05-09,2020-05-29,10
2020-05-10,2020-05-29,19
2020-05-11,2020-05-29,11
2020-05-12,2020-05-29,13
2020-05-13,2020-05-29,19
2020-05-14,2020-05-29,17
2020-05-15,2020-05-29,13
2020-05-16,2020-05-29,19
2020-05-17,2020-05-29,13
2020-05-18,2020-05-29,11
2020-05-19,2020-05-29,13
2020-05-20,2020-05-29,5
2020-05-21,2020-05-29,10
2020-05-22,2020-05-29,7
2020-05-23,2020-05-29,11
2020-05-24,2020-05-29,6
2020-05-25,2020-05-29,7
2020-05-26,2020-05-29,9
2020-05-27,2020-05-29,5
2020-05-28,2020-05-29,1
2020-03-17,2020-05-30,1
2020-03-19,2020-05-30,2
2020-03-20,2020-05-30,2
2020-03-21,2020-05-30,0
2020-03-22,2020-05-30,1
2020-03-23,2020-05-30,4
2020-03-24,2020-05-30,1
2020-03-25,2020-05-30,4
2020-03-26,2020-05-30,7
2020-03-27,2020-05-30,7
2020-03-28,2020-05-30,6
2020-03-29,2020-05-30,6
2020-03-30,2020-05-30,7
2020-03-31,2020-05-30,12
2020-04-01,2020-05-30,10
2020-04-02,2020-05-30,6
2020-04-03,2020-05-30,11
2020-04-04,2020-05-30,7
2020-04-05,2020-05-30,11
2020-04-06,2020-05-30,12
2020-04-07,2020-05-30,16
2020-04-08,2020-05-30,10
2020-04-09,2020-05-30,12
2020-04-10,2020-05-30,16
2020-04-11,2020-05-30,19
2020-04-12,2020-05-30,18
2020-04-13,2020-05-30,14
2020-04-14,2020-05-30,17
2020-04-15,2020-05-30,14
2020-04-16,2020-05-30,17
2020-04-17,2020-05-30,14
2020-04-18,2020-05-30,15
2020-04-19,2020-05-30,22
2020-04-20,2020-05-30,22
2020-04-21,2020-05-30,10
2020-04-22,2020-05-30,12
2020-04-23,2020-05-30,24
2020-04-24,2020-05-30,12
2020-04-25,2020-05-30,14
2020-04-26,2020-05-30,14
2020-04-27,2020-05-30,20
2020-04-28,2020-05-30,14
2020-04-29,2020-05-30,17
2020-04-30,2020-05-30,26
2020-05-01,2020-05-30,15
2020-05-02,2020-05-30,13
2020-05-03,2020-05-30,22
2020-05-04,2020-05-30,17
2020-05-05,2020-05-30,22
2020-05-06,2020-05-30,20
2020-05-07,2020-05-30,22
2020-05-08,2020-05-30,24
2020-05-09,2020-05-30,10
2020-05-10,2020-05-30,19
2020-05-11,2020-05-30,11
2020-05-12,2020-05-30,12
2020-05-13,2020-05-30,20
2020-05-14,2020-05-30,17
2020-05-15,2020-05-30,15
2020-05-16,2020-05-30,21
2020-05-17,2020-05-30,14
2020-05-18,2020-05-30,12
2020-05-19,2020-05-30,13
2020-05-20,2020-05-30,8
2020-05-21,2020-05-30,10
2020-05-22,2020-05-30,7
2020-05-23,2020-05-30,11
2020-05-24,2020-05-30,8
2020-05-25,2020-05-30,7
2020-05-26,2020-05-30,11
2020-05-27,2020-05-30,6
2020-05-28,2020-05-30,3
2020-03-17,2020-05-31,1
2020-03-19,2020-05-31,2
2020-03-20,2020-05-31,2
2020-03-21,2020-05-31,0
2020-03-22,2020-05-31,1
2020-03-23,2020-05-31,4
2020-03-24,2020-05-31,1
2020-03-25,2020-05-31,4
2020-03-26,2020-05-31,7
2020-03-27,2020-05-31,7
2020-03-28,2020-05-31,6
2020-03-29,2020-05-31,6
2020-03-30,2020-05-31,7
2020-03-31,2020-05-31,12
2020-04-01,2020-05-31,10
2020-04-02,2020-05-31,6
2020-04-03,2020-05-31,11
2020-04-04,2020-05-31,7
2020-04-05,2020-05-31,11
2020-04-06,2020-05-31,12
2020-04-07,2020-05-31,16
2020-04-08,2020-05-31,10
2020-04-09,2020-05-31,12
2020-04-10,2020-05-31,16
2020-04-11,2020-05-31,19
2020-04-12,2020-05-31,18
2020-04-13,2020-05-31,14
2020-04-14,2020-05-31,17
2020-04-15,2020-05-31,14
2020-04-16,2020-05-31,17
2020-04-17,2020-05-31,14
2020-04-18,2020-05-31,15
2020-04-19,2020-05-31,22
2020-04-20,2020-05-31,22
2020-04-21,2020-05-31,10
2020-04-22,2020-05-31,12
2020-04-23,2020-05-31,24
2020-04-24,2020-05-31,12
2020-04-25,2020-05-31,14
2020-04-26,2020-05-31,14
2020-04-27,2020-05-31,20
2020-04-28,2020-05-31,14
2020-04-29,2020-05-31,17
2020-04-30,2020-05-31,26
2020-05-01,2020-05-31,14
2020-05-02,2020-05-31,13
2020-05-03,2020-05-31,22
2020-05-04,2020-05-31,17
2020-05-05,2020-05-31,22
2020-05-06,2020-05-31,20
2020-05-07,2020-05-31,23
2020-05-08,2020-05-31,24
2020-05-09,2020-05-31,10
2020-05-10,2020-05-31,19
2020-05-11,2020-05-31,11
2020-05-12,2020-05-31,13
2020-05-13,2020-05-31,20
2020-05-14,2020-05-31,17
2020-05-15,2020-05-31,17
2020-05-16,2020-05-31,21
2020-05-17,2020-05-31,14
2020-05-18,2020-05-31,12
2020-05-19,2020-05-31,13
2020-05-20,2020-05-31,8
2020-05-21,2020-05-31,10
2020-05-22,2020-05-31,8
2020-05-23,2020-05-31,12
2020-05-24,2020-05-31,8
2020-05-25,2020-05-31,9
2020-05-26,2020-05-31,11
2020-05-27,2020-05-31,6
2020-05-28,2020-05-31,3
2020-05-29,2020-05-31,2
2020-05-30,2020-05-31,1
2020-05-31,2020-05-31,1
2020-03-17,2020-06-01,1
2020-03-19,2020-06-01,2
2020-03-20,2020-06-01,2
2020-03-21,2020-06-01,0
2020-03-22,2020-06-01,1
2020-03-23,2020-06-01,4
2020-03-24,2020-06-01,1
2020-03-25,2020-06-01,4
2020-03-26,2020-06-01,7
2020-03-27,2020-06-01,7
2020-03-28,2020-06-01,6
2020-03-29,2020-06-01,6
2020-03-30,2020-06-01,7
2020-03-31,2020-06-01,12
2020-04-01,2020-06-01,10
2020-04-02,2020-06-01,6
2020-04-03,2020-06-01,11
2020-04-04,2020-06-01,7
2020-04-05,2020-06-01,11
2020-04-06,2020-06-01,12
2020-04-07,2020-06-01,16
2020-04-08,2020-06-01,10
2020-04-09,2020-06-01,12
2020-04-10,2020-06-01,16
2020-04-11,2020-06-01,19
2020-04-12,2020-06-01,18
2020-04-13,2020-06-01,14
2020-04-14,2020-06-01,17
2020-04-15,2020-06-01,14
2020-04-16,2020-06-01,17
2020-04-17,2020-06-01,15
2020-04-18,2020-06-01,15
2020-04-19,2020-06-01,22
2020-04-20,2020-06-01,22
2020-04-21,2020-06-01,10
2020-04-22,2020-06-01,12
2020-04-23,2020-06-01,24
2020-04-24,2020-06-01,12
2020-04-25,2020-06-01,14
2020-04-26,2020-06-01,14
2020-04-27,2020-06-01,20
2020-04-28,2020-06-01,14
2020-04-29,2020-06-01,17
2020-04-30,2020-06-01,26
2020-05-01,2020-06-01,14
2020-05-02,2020-06-01,13
2020-05-03,2020-06-01,22
2020-05-04,2020-06-01,17
2020-05-05,2020-06-01,22
2020-05-06,2020-06-01,20
2020-05-07,2020-06-01,23
2020-05-08,2020-06-01,24
2020-05-09,2020-06-01,10
2020-05-10,2020-06-01,19
2020-05-11,2020-06-01,12
2020-05-12,2020-06-01,13
2020-05-13,2020-06-01,20
2020-05-14,2020-06-01,18
2020-05-15,2020-06-01,17
2020-05-16,2020-06-01,21
2020-05-17,2020-06-01,15
2020-05-18,2020-06-01,12
2020-05-19,2020-06-01,13
2020-05-20,2020-06-01,8
2020-05-21,2020-06-01,11
2020-05-22,2020-06-01,9
