date,pcr_tests_NAVAJO,pcr_positivity_NAVAJO,ser_tests_NAVAJO,ser_positivity_NAVAJO
2020-05-18 00:00:00,98,0.1530612244897959,81.0,0
2020-05-17 00:00:00,25,0.2800000000000001,1.0,0
2020-05-16 00:00:00,154,0.1168831168831169,2.0,0
2020-05-15 00:00:00,186,0.0806451612903226,17.0,0.1176470588235294
2020-05-14 00:00:00,140,0.1571428571428572,16.0,0.125
2020-05-13 00:00:00,156,0.1153846153846154,12.0,0
2020-05-12 00:00:00,98,0.2346938775510204,13.0,0
2020-05-11 00:00:00,141,0.1276595744680851,17.0,0
2020-05-10 00:00:00,25,0.32,1.0,0
2020-05-09 00:00:00,174,0.0172413793103448,2.0,0
2020-05-08 00:00:00,65,0.1692307692307693,10.0,0.1
2020-05-07 00:00:00,58,0.1896551724137931,14.0,0.1428571428571429
2020-05-06 00:00:00,77,0.2727272727272727,19.0,0
2020-05-05 00:00:00,110,0.1636363636363636,9.0,0
2020-05-04 00:00:00,119,0.1512605042016807,13.0,0.3076923076923077
2020-05-03 00:00:00,30,0.1666666666666667,2.0,0
2020-05-02 00:00:00,24,0.1666666666666667,2.0,0.5
2020-05-01 00:00:00,151,0.152317880794702,13.0,0.3846153846153847
2020-04-30 00:00:00,60,0.2166666666666667,6.0,0
2020-04-29 00:00:00,73,0.1643835616438356,10.0,0.1
2020-04-28 00:00:00,81,0.2839506172839506,9.0,0
2020-04-27 00:00:00,70,0.2571428571428571,13.0,0
2020-04-26 00:00:00,25,0.2,,
2020-04-25 00:00:00,20,0.35,,
2020-04-24 00:00:00,83,0.1927710843373494,,
2020-04-23 00:00:00,65,0.1692307692307693,1.0,0
2020-04-22 00:00:00,58,0.2758620689655173,,
2020-04-21 00:00:00,103,0.2330097087378641,,
2020-04-20 00:00:00,101,0.2178217821782178,,
2020-04-19 00:00:00,36,0.5555555555555556,,
2020-04-18 00:00:00,46,0.2826086956521739,,
2020-04-17 00:00:00,128,0.109375,,
2020-04-16 00:00:00,85,0.2705882352941177,,
2020-04-15 00:00:00,77,0.1428571428571429,,
2020-04-14 00:00:00,68,0.2058823529411765,,
2020-04-13 00:00:00,87,0.3448275862068966,,
2020-04-12 00:00:00,36,0.5,,
2020-04-11 00:00:00,17,0.3529411764705883,,
2020-04-10 00:00:00,70,0.2428571428571429,,
2020-04-09 00:00:00,66,0.2424242424242425,,
2020-04-08 00:00:00,73,0.3561643835616438,,
2020-04-07 00:00:00,64,0.390625,,
2020-04-06 00:00:00,84,0.3095238095238096,,
2020-04-05 00:00:00,25,0.2800000000000001,,
2020-04-04 00:00:00,34,0.2647058823529412,,
2020-04-03 00:00:00,71,0.3380281690140845,,
2020-04-02 00:00:00,65,0.1846153846153846,,
2020-04-01 00:00:00,106,0.2452830188679246,,
2020-03-31 00:00:00,73,0.2054794520547945,,
2020-03-30 00:00:00,68,0.3088235294117647,,
2020-03-29 00:00:00,32,0.34375,,
2020-03-28 00:00:00,30,0.2666666666666667,,
2020-03-27 00:00:00,43,0.186046511627907,,
2020-03-26 00:00:00,52,0.3653846153846154,,
2020-03-25 00:00:00,41,0.1707317073170732,,
2020-03-24 00:00:00,49,0.0408163265306122,,
2020-03-23 00:00:00,35,0.0285714285714286,,
2020-03-22 00:00:00,22,0.1818181818181818,,
2020-03-21 00:00:00,32,0.21875,,
2020-03-20 00:00:00,42,0.1190476190476191,,
2020-03-19 00:00:00,48,0.1041666666666667,,
2020-03-18 00:00:00,21,0.1428571428571429,,
2020-03-17 00:00:00,75,0.1733333333333334,,
2020-03-16 00:00:00,15,0,,
2020-03-15 00:00:00,2,0,,
2020-03-14 00:00:00,4,0.75,,
2020-03-13 00:00:00,7,0,,
2020-03-12 00:00:00,4,0,,
2020-03-11 00:00:00,4,0,,
2020-03-10 00:00:00,5,0,,
2020-03-08 00:00:00,2,0,,
