date,icu_covid,icu_non_covid,icu_empty
2020-10-15,167,1209,276
2020-10-16,174,1211,282
2020-10-17,176,1222,281
2020-10-18,177,1207,293
2020-10-19,170,1185,315
2020-10-20,171,1223,276
2020-10-21,164,1239,267
2020-10-22,172,1240,258
2020-10-23,191,1213,273
2020-10-24,181,1224,269
2020-10-25,179,1203,281
2020-10-26,187,1190,284
2020-10-27,188,1225,257
2020-10-28,186,1252,239
2020-10-29,188,1260,230
2020-10-30,197,1235,247
2020-10-31,222,1217,237
2020-11-01,231,1146,272
2020-11-02,227,1167,253
2020-11-03,241,1175,236
2020-11-04,254,1184,237
2020-11-05,250,1206,221
2020-11-06,249,1201,230
2020-11-07,272,1187,223
2020-11-08,292,1148,241
2020-11-09,294,1145,241
2020-11-10,309,1127,243
2020-11-11,331,1111,228
2020-11-12,335,1106,232
2020-11-13,362,1095,217
2020-11-14,368,1090,212
2020-11-15,374,1089,208
2020-11-16,385,1073,226
2020-11-17,396,1085,212
2020-11-18,433,1075,184
2020-11-19,431,1052,196
2020-11-20,435,1122,174
2020-11-21,438,1124,175
2020-11-22,469,1083,175
2020-11-23,474,1062,192
2020-11-24,531,1040,180
2020-11-25,523,1050,176
2020-11-26,532,1030,189
2020-11-27,553,1002,196
2020-11-28,573,991,189
2020-11-29,579,983,189
2020-11-30,597,967,189
2020-12-01,642,932,176
2020-12-02,642,924,182
2020-12-03,666,918,155
2020-12-04,701,898,144
2020-12-05,714,879,168
2020-12-06,736,865,143
2020-12-07,744,821,175
2020-12-08,766,804,178
2020-12-09,799,784,169
2020-12-10,809,773,171
2020-12-11,799,798,163
2020-12-12,831,769,146
2020-12-13,829,753,165
2020-12-14,863,731,154
2020-12-15,882,709,155
2020-12-16,899,707,140
2020-12-17,915,724,128
2020-12-18,939,688,136
2020-12-19,885,727,153
2020-12-20,904,707,145
2020-12-21,943,663,161
2020-12-22,972,682,119
2020-12-23,965,681,132
2020-12-24,976,671,131
2020-12-25,983,635,154
2020-12-26,988,609,177
2020-12-27,1007,603,166
2020-12-28,1053,572,154
2020-12-29,1076,522,178
2020-12-30,1028,625,121
2020-12-31,1072,572,123
2021-01-01,1074,565,132
2021-01-02,1081,563,127
2021-01-03,1082,558,131
2021-01-04,1096,545,136
2021-01-05,1084,571,129
2021-01-06,1101,558,128
2021-01-07,1122,537,131
2021-01-08,688,958,138
2021-01-09,1122,512,152
2021-01-10,1158,475,150
2021-01-11,1183,457,144
2021-01-12,1158,494,145
2021-01-13,1167,506,122
2021-01-14,1138,522,143
2021-01-15,1144,518,138
2021-01-16,1118,551,131
2021-01-17,1097,574,130
2021-01-18,1105,562,138
2021-01-19,1050,600,144
2021-01-20,1058,593,149
2021-01-21,1054,602,157
2021-01-22,1049,614,152
2021-01-23,1054,599,152
2021-01-24,1027,613,161
2021-01-25,1028,613,158
2021-01-26,1024,630,141
2021-01-27,1023,621,155
2021-01-28,1002,642,154
2021-01-29,984,679,141
2021-01-30,979,651,170
2021-01-31,984,659,165
2021-02-01,944,644,212
2021-02-02,955,648,195
2021-02-03,946,650,205
2021-02-04,909,665,226
2021-02-05,849,737,221
2021-02-06,838,760,208
2021-02-07,828,740,235
2021-02-08,797,756,231
2021-02-09,763,809,214
2021-02-10,719,845,223
2021-02-11,705,855,229
2021-02-12,701,856,232
2021-02-13,661,913,208
2021-02-14,644,905,236
2021-02-15,601,920,256
2021-02-16,593,923,263
2021-02-17,566,938,242
2021-02-18,563,947,240
2021-02-19,517,999,247
2021-02-20,501,1031,224
2021-02-21,478,1009,259
2021-02-22,447,1014,279
2021-02-23,430,1062,263
2021-02-24,415,1068,259
2021-02-25,419,1086,247
2021-02-26,415,1088,246
2021-02-27,402,1120,234
2021-02-28,382,1110,252
2021-03-01,385,1104,253
2021-03-02,381,1158,221
2021-03-03,343,1187,235
2021-03-04,325,1202,233
2021-03-05,280,1208,263
2021-03-06,273,1223,255
2021-03-07,256,1224,269
2021-03-08,255,1202,283
2021-03-09,251,1231,264
2021-03-10,250,1257,236
2021-03-11,236,1295,221
2021-03-12,238,1250,262
2021-03-13,215,1264,276
2021-03-14,210,1256,280
2021-03-15,206,1231,299
2021-03-16,208,1252,277
2021-03-17,200,1287,252
2021-03-18,184,1279,266
2021-03-19,182,1293,259
2021-03-20,173,1305,254
2021-03-21,180,1285,263
2021-03-22,175,1277,276
2021-03-23,162,1299,269
2021-03-24,165,1304,261
2021-03-25,165,1298,263
2021-03-26,181,1298,252
2021-03-27,160,1302,274
2021-03-28,169,1290,274
2021-03-30,164,1287,280
2021-03-31,168,1311,254
2021-04-01,152,1322,264
2021-04-02,153,1322,264
2021-04-03,162,1318,259
2021-04-04,148,1308,273
2021-04-05,149,1308,274
2021-04-06,152,1350,235
2021-04-07,140,1347,246
2021-04-08,149,1325,264
2021-04-09,147,1331,256
2021-04-10,149,1315,269
2021-04-11,148,1324,260
2021-04-12,150,1292,287
2021-04-13,150,1314,269
2021-04-14,162,1325,247
2021-04-15,154,1332,254
2021-04-16,154,1340,247
2021-04-17,150,1310,275
2021-04-18,145,1301,291
2021-04-19,155,1301,280
2021-04-20,169,1320,248
2021-04-21,175,1305,254
2021-04-22,187,1287,253
2021-04-23,174,1305,246
2021-04-24,185,1303,239
2021-04-25,184,1303,233
2021-04-26,185,1287,253
2021-04-27,190,1301,235
2021-04-28,189,1327,221
2021-04-29,189,1310,237
2021-04-30,187,1294,255
2021-05-01,196,1294,241
2021-05-02,189,1288,250
2021-05-03,184,1273,274
2021-05-04,183,1280,267
2021-05-05,191,1291,249
2021-05-06,182,1313,236
2021-05-07,184,1328,237
2021-05-08,190,1314,236
2021-05-09,191,1270,274
2021-05-10,185,1273,280
2021-05-11,190,1301,252
2021-05-12,198,1297,248
2021-05-13,193,1291,259
2021-05-14,188,1286,268
2021-05-15,189,1277,272
2021-05-16,199,1255,280
2021-05-17,193,1264,276
2021-05-18,176,1299,261
2021-05-19,174,1311,253
2021-05-20,167,1310,269
2021-05-21,160,1332,255
2021-05-22,137,1339,268
2021-05-23,144,1305,299
2021-05-24,144,1296,301
2021-05-25,151,1327,268
2021-05-26,154,1331,261
2021-05-27,170,1313,263
2021-05-28,171,1311,257
2021-05-29,158,1312,268
2021-05-30,150,1307,281
2021-05-31,150,1308,288
2021-06-01,153,1272,317
2021-06-02,167,1285,287
2021-06-03,158,1349,238
2021-06-04,145,1367,227
2021-06-05,140,1363,234
2021-06-06,141,1343,248
2021-06-07,130,1327,270
2021-06-08,148,1306,273
2021-06-09,143,1343,246
2021-06-10,144,1346,244
2021-06-11,126,1358,250
2021-06-12,131,1353,251
2021-06-13,128,1350,256
2021-06-14,120,1318,290
2021-06-15,120,1349,259
2021-06-16,129,1356,243
2021-06-17,136,1351,241
2021-06-18,149,1365,225
2021-06-19,133,1374,234
2021-06-20,133,1340,264
2021-06-21,136,1338,267
2021-06-22,135,1347,256
2021-06-23,124,1275,343
2021-06-24,129,1347,266
2021-06-25,130,1346,262
2021-06-26,127,1369,237
2021-06-27,131,1372,234
2021-06-28,125,1336,270
2021-06-29,134,1347,257
2021-06-30,136,1362,241
2021-07-01,136,1369,238
2021-07-02,134,1368,242
2021-07-03,135,1363,240
2021-07-04,135,1359,243
2021-07-05,144,1330,255
2021-07-06,150,1346,241
2021-07-07,152,1337,246
2021-07-08,160,1331,250
2021-07-09,155,1349,238
2021-07-10,154,1351,237
2021-07-11,165,1338,230
2021-07-12,183,1311,241
2021-07-13,188,1320,228
2021-07-14,184,1335,218
2021-07-15,185,1327,224
2021-07-16,185,1333,222
2021-07-17,179,1351,209
2021-07-18,192,1314,230
2021-07-19,215,1276,239
2021-07-20,223,1278,231
2021-07-21,237,1277,217
2021-07-22,238,1290,207
2021-07-23,256,1276,206
2021-07-24,248,1280,211
2021-07-25,254,1273,216
2021-07-26,274,1230,222
2021-07-27,332,1201,193
2021-07-28,335,1205,186
2021-07-29,306,1242,178
2021-07-30,312,1248,164
2021-07-31,296,1240,192
2021-08-01,298,1218,208
2021-08-02,293,1243,187
2021-08-03,316,1225,178
2021-08-04,321,1226,175
2021-08-05,337,1221,166
2021-08-06,361,1192,206
2021-08-07,346,1216,200
2021-08-08,357,1205,197
2021-08-09,375,1200,186
2021-08-10,385,1208,166
2021-08-11,383,1203,174
2021-08-12,390,1200,163
2021-08-13,382,1204,171
2021-08-14,385,1204,171
2021-08-15,389,1195,175
2021-08-16,399,1168,188
2021-08-17,408,1168,182
2021-08-18,432,1137,189
2021-08-19,438,1158,166
2021-08-20,462,1139,159
2021-08-21,455,1146,165
2021-08-22,476,1109,177
2021-08-23,494,1100,166
2021-08-24,495,1128,148
2021-08-25,487,1137,141
2021-08-26,491,1126,152
2021-08-27,495,1112,165
2021-08-28,518,1083,156
2021-08-29,508,1089,159
2021-08-30,511,1079,167
2021-08-31,531,1076,148
2021-09-01,549,1074,139
2021-09-02,557,1056,149
2021-09-03,561,1034,140
2021-09-04,563,1021,150
2021-09-05,568,1013,147
2021-09-06,559,1027,152
2021-09-07,560,1034,154
2021-09-08,561,1045,143
2021-09-09,559,1055,137
2021-09-10,552,1059,132
2021-09-11,551,1046,136
2021-09-12,554,1039,142
2021-09-13,566,1038,135
2021-09-14,564,1048,129
2021-09-15,565,1035,143
2021-09-16,573,1015,158
2021-09-17,553,1033,157
2021-09-18,542,1068,152
2021-09-19,524,1068,169
2021-09-20,538,1053,169
2021-09-21,546,1056,160
2021-09-22,539,1101,132
2021-09-23,514,1122,139
2021-09-24,519,1118,137
2021-09-25,528,1120,128
2021-09-26,529,1116,130
2021-09-27,550,1083,140
2021-09-28,522,1094,145
2021-09-29,510,1112,138
2021-09-30,497,1133,133
2021-10-01,492,1150,128
2021-10-02,492,1150,130
2021-10-03,494,1163,113
2021-10-04,483,1164,117
2021-10-05,485,1162,126
2021-10-06,477,1171,126
2021-10-07,473,1173,128
2021-10-08,483,1152,139
2021-10-09,484,1193,97
2021-10-10,472,1187,113
2021-10-11,460,1147,164
2021-10-12,459,1178,137
2021-10-13,471,1152,144
2021-10-14,466,1158,146
2021-10-15,466,1154,150
2021-10-16,481,1130,157
2021-10-17,474,1128,166
2021-10-18,467,1128,175
2021-10-19,484,1145,149
2021-10-20,482,1150,142
2021-10-21,485,1141,151
2021-10-22,486,1151,138
2021-10-23,464,1163,143
2021-10-24,454,1163,156
2021-10-25,433,1174,165
2021-10-26,446,1174,153
2021-10-27,454,1165,155
2021-10-28,463,1165,149
2021-10-29,458,1177,146
2021-10-30,452,1173,156
2021-10-31,444,1173,158
2021-11-01,453,1162,161
2021-11-02,467,1181,130
2021-11-03,453,1172,153
2021-11-04,464,1187,131
2021-11-05,467,1177,137
2021-11-06,492,1151,136
2021-11-07,504,1129,147
2021-11-08,512,1122,146
2021-11-09,526,1111,144
2021-11-10,535,1094,147
2021-11-11,530,1113,133
2021-11-12,550,1099,131
2021-11-13,565,1081,134
2021-11-14,554,1080,147
2021-11-15,576,1062,144
2021-11-16,578,1088,116
2021-11-17,597,1073,112
2021-11-18,602,1064,119
2021-11-19,646,1007,129
2021-11-20,644,1022,117
2021-11-21,650,1008,123
2021-11-22,620,1049,114
2021-11-23,644,1030,111
2021-11-24,633,1021,126
2021-11-25,649,1012,118
2021-11-26,663,992,124
2021-11-27,647,1013,113
2021-11-28,660,990,123
2021-11-29,660,971,138
2021-11-30,681,978,120
2021-12-01,668,1000,116
2021-12-02,656,1018,108
2021-12-03,668,1014,94
2021-12-04,675,1006,91
2021-12-05,673,1005,98
2021-12-06,688,993,96
2021-12-07,699,973,96
2021-12-08,704,976,78
2021-12-09,715,969,86
2021-12-10,719,968,72
2021-12-11,715,959,68
2021-12-12,703,979,75
2021-12-13,695,969,91
2021-12-14,691,973,88
2021-12-15,691,976,85
2021-12-16,684,978,83
2021-12-17,682,1008,68
2021-12-18,690,894,81
2021-12-19,686,890,90
2021-12-20,702,881,79
